"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC0800011697.hg.1",-2.42,"FER1L6-AS1",1,-1.016042
"TC0800011710.hg.1",1.29,"TATDN1; MIR6844",1,-2.175701
"TC0800011731.hg.1",2.28,"KIAA0196",-1.247707,-1.752227
"TC0800011945.hg.1",-1.39,"ZYXP1",-1.817972,-2.145628
"TC0800012009.hg.1",-3.57,"MIR151A",-1.284521,-1.06277
"TC0800012173.hg.1",2.14,"EPPK1",-1.031383,-1.39284
"TC0800012279.hg.1",-1.04,"SORBS3",-2.07602,1.004077
"TC0800012288.hg.1",-1.2,"DCTN6",1.968696,-2.41992
"TC0800012292.hg.1",-1.25,"RP11-317N12.1",-2.904904,-1.600797
"TC0800012299.hg.1",-1.05,"HOOK3",-2.481238,-3.384941
"TC0800012304.hg.1",1.01,"LINC01289",1.139981,2.623513
"TC0800012307.hg.1",2.22,"RRS1",1,1.461025
"TC0800012314.hg.1",-1.29,"LOC101929759; RP11-159H10.3",1.517009,2.335983
"TC0800012356.hg.1",2.32,"LINC00964",1.402908,1.402908
"TC0800012377.hg.1",1.3,"PPP1R16A",-2.356507,-2.441182
"TC0800012404.hg.1",2.93,"GTF2E2",1,-1.049164
"TC0800012423.hg.1",-2.23,"PPP1R42",-1.187963,-1.525223
"TC0800012447.hg.1",2.14,"AZIN1",1.080396,1.395246
"TC0800012454.hg.1",1.46,"ZHX1",-1.219466,-2.332246
"TC0800012462.hg.1",2.62,"CASC19",1.013159,1.035272
"TC0800012473.hg.1",2.15,"CASC7",2.006415,-1.055707
"TC0900006442.hg.1",2.91,"KANK1",1.022443,1.022443
"TC0900006446.hg.1",1.41,"EIF1P1",-1.299125,-2.024395
"TC0900006473.hg.1",2.11,"SMARCA2",-1.215323,-1.146598
"TC0900006539.hg.1",-3.74,"JAK2",3.139119,1.473288
"TC0900006591.hg.1",2.18,"RP11-390F4.6",1,1.861454
"TC0900006703.hg.1",1.46,"RNU6-559P",-1.650428,-2.409244
"TC0900006707.hg.1",-3.27,"RPL7P33",1.047972,-2.260262
"TC0900006783.hg.1",-2.03,"MIR491",-1.1713,-1.231366
"TC0900006840.hg.1",-1.17,"SUMO2P2",1.941309,2.754747
"TC0900007083.hg.1",1.27,"RPL36AP33",1,-2.537821
"TC0900007091.hg.1",-1.66,"RMRP",-2.331567,-1.329266
"TC0900007109.hg.1",-2.58,"RP11-327L3.3",-1.296157,-1.296157
"TC0900007163.hg.1",3.66,"FRMPD1",1.136069,1
"TC0900007352.hg.1",2.02,"LOC103908605; GLIDR; RP11-211N8.2",1.173079,1
"TC0900007369.hg.1",2.24,"LOC728673; GLIDR; RP11-262H14.4",1.41994,1.699158
"TC0900007457.hg.1",2.05,"CNTNAP3P2; CNTNAP3",1,1.39573
"TC0900007472.hg.1",1.35,"ANKRD20A1",-1.224523,-2.199339
"TC0900007489.hg.1",2.73,"FAM122A",1,1
"TC0900007494.hg.1",2.11,"FXN",1.109662,1.07536
"TC0900007520.hg.1",1.06,"SMC5",-1.247855,-3.843605
"TC0900007646.hg.1",1.05,"VPS13A",1.506593,-2.831683
"TC0900007663.hg.1",-1.08,"CEP78",-1.139246,-2.199842
"TC0900007667.hg.1",-1.17,"PSAT1",2.061837,1.944555
"TC0900007733.hg.1",2.4,"IDNK",1.766361,1.299674
"TC0900007927.hg.1",1.05,"RP11-440G5.2",-2.030521,1.031697
"TC0900007942.hg.1",-1.08,"MTCO3P29",1.144954,2.083819
"TC0900008017.hg.1",-2.17,"MIRLET7D",1.063014,1.651801
"TC0900008077.hg.1",-2.16,"RP11-435O5.5",-1.198866,1
"TC0900008173.hg.1",2.23,"ANP32B",-1.079902,1
"TC0900008250.hg.1",-1.84,"ZNF189",1,-2.447807
"TC0900008289.hg.1",-2.13,"OR13F1",1,1.300611
"TC0900008309.hg.1",-1.05,"RN7SKP191",-2.278366,1.090984
"TC0900008314.hg.1",-1.11,"FSD1L",2.67415,2.336793
"TC0900008504.hg.1",1.55,"COL27A1",-1.2324,-2.757135
"TC0900008633.hg.1",2.13,"AL161784.1",2.602467,1.843835
"TC0900008670.hg.1",-1.09,"OR1Q1",-1.08245,-3.442603
"TC0900008676.hg.1",-1.2,"SKA2P1",-1.626443,-3.631662
"TC0900008742.hg.1",2.6,"ARPC5L",1.090137,1.090137
"TC0900008782.hg.1",-2.03,"RP11-205K6.2",1.009485,-1.060144
"TC0900008851.hg.1",2.12,"DNM1",-1.356435,-1.375837
"TC0900008902.hg.1",1.16,"PPP2R4",-2.116382,-1.340871
"TC0900009026.hg.1",-1.32,"CFAP77",1,2.046899
"TC0900009040.hg.1",1.03,"C9orf9",-2.015447,-2.015447
"TC0900009044.hg.1",-1.39,"MIR548AW",-1.559615,-2.247155
"TC0900009054.hg.1",-2.11,"GTF3C5",1,1.008863
"TC0900009411.hg.1",2.05,"ATP5HP2",1,-1.072807
"TC0900009417.hg.1",-1.42,"RFX3",-2.473476,1.15953
"TC0900009459.hg.1",1.33,"RP11-12D24.10",-1.279801,2.008989
"TC0900009584.hg.1",2.23,"LDHAP4",-1.70959,1.131816
"TC0900009637.hg.1",1.05,"RAP1BP1",-1.275294,-2.114461
"TC0900009709.hg.1",-1.01,"IFNA11P",1,-2.11534
"TC0900009728.hg.1",-1.29,"RP11-408N14.1",2.112996,1.944285
"TC0900009766.hg.1",1.32,"SNORA31",-1.18037,-2.034113
"TC0900009774.hg.1",-1.5,"LINC00032",1.337529,2.712758
"TC0900009779.hg.1",1.24,"C9orf72",-1.57298,-2.638631
"TC0900009861.hg.1",1.58,"NOL6",-2.296425,-1.460579
"TC0900009895.hg.1",1.03,"C9orf24",-2.13579,-1.865161
"TC0900009910.hg.1",-2.32,"ARID3C",1,1
"TC0900009995.hg.1",-1.17,"MIR4475",1.436024,2.411381
"TC0900010037.hg.1",1.29,"RNU7-124P",1.137038,2.222879
"TC0900010069.hg.1",-1.35,"ZNF658B",-2.684773,-1.723295
"TC0900010119.hg.1",2.24,"MIR1299",1.059571,-3.054888
"TC0900010178.hg.1",-1.18,"RP11-101E5.6",-2.330744,-1.565247
"TC0900010219.hg.1",2.13,"AQP7P1",1.684721,1.560978
"TC0900010279.hg.1",2.04,"RP11-15E1.5",-2.476084,-1.662726
"TC0900010345.hg.1",-1.59,"BANCR",-2.350553,-1.557045
"TC0900010362.hg.1",1.32,"SMC5-AS1",-2.15886,-2.15886
"TC0900010386.hg.1",1.5,"TMEM2",1.085643,-2.646545
"TC0900010391.hg.1",-1.29,"Y_RNA",2.06218,1.413615
"TC0900010423.hg.1",2.05,"DPP3P2",1.066453,1
"TC0900010462.hg.1",1.92,"RFK",-1.021437,-2.180276
"TC0900010554.hg.1",-1.27,"DDX10P2",-2.008461,-1.982953
"TC0900010612.hg.1",2.07,"RP11-202I11.2",-1.011229,1.042083
"TC0900010769.hg.1",2.15,"NFIL3",1,1
"TC0900010786.hg.1",-1.08,"RP11-100G15.10",1.151002,2.477079
"TC0900010800.hg.1",-2.13,"ECM2",-1.370042,-1.722686
"TC0900010909.hg.1",1.1,"RNU6-1160P",2.494361,-1.112411
"TC0900010980.hg.1",1.05,"ANKS6",-2.270957,-1.273342
"TC0900011021.hg.1",2.24,"TEX10",1.027458,1
"TC0900011030.hg.1",2.08,"FYTTD1P1",1.886053,-4.370325
"TC0900011104.hg.1",-1.17,"LOC340512; RP11-508N12.2",-2.251287,1.129246
"TC0900011139.hg.1",1.07,"RP11-505C13.1",1,-2.055458
"TC0900011146.hg.1",2.24,"IKBKAP",1.098329,-1.028613
"TC0900011181.hg.1",-1.17,"TXNDC8",-3.148031,-3.148031
"TC0900011185.hg.1",-1.28,"RNU6-124P",2.105116,1.093733
"TC0900011219.hg.1",2.14,"RP11-4O1.2",1.239751,1.563219
"TC0900011305.hg.1",1.3,"TNC",1.489378,3.063711
"TC0900011345.hg.1",-2.02,"SNORA70C; RPL10P3",1,1.101775
"TC0900011378.hg.1",-1.29,"CDK5RAP2",-1.27825,-2.138368
"TC0900011399.hg.1",2.45,"GSN-AS1",-1.26972,1.192807
"TC0900011404.hg.1",2.09,"STOM",1,1
"TC0900011423.hg.1",2.51,"TTLL11",2.725801,1.628134
"TC0900011622.hg.1",2.28,"SLC25A25-AS1",-1.059916,-1.059916
"TC0900011656.hg.1",1.13,"Metazoa_SRP",-2.149707,-1.916176
"TC0900011709.hg.1",2.25,"TOR1A",1.457302,1.529129
"TC0900011724.hg.1",-1.26,"LOC401554; RP11-88G17.6",1.148141,-2.043228
"TC0900011786.hg.1",-2.7,"EIF4A1P3",1,1
"TC0900011860.hg.1",1.11,"SARDH",-2.068594,-1.036464
"TC0900011890.hg.1",-1.37,"RXRA",-2.083068,1
"TC0900011909.hg.1",1.18,"MIR3689A; MIR3689E",2.09763,-1.137148
"TC0900011916.hg.1",3.55,"MIR3689D2",1,1
"TC0900011980.hg.1",2.06,"SEC16A",-1.318192,-1.491568
"TC0900011988.hg.1",2.2,"LINC01451",-1.05891,-1.016451
"TC0900012066.hg.1",1.57,"NSMF; MIR7114",-1.992058,-2.357503
"TC0900012115.hg.1",2.17,"MTAP",1,1
"TC0900012168.hg.1",2.35,"MRRF",1.786691,1.162419
"TC0900012179.hg.1",2.34,"SPTAN1",1,-1.225796
"TC0900012209.hg.1",2.52,"TTC39B",1,-1.370061
"TC0900012212.hg.1",2.77,"PLIN2",2.296441,2.311693
"TC0900012215.hg.1",-1.36,"IFNA16",2.148262,1.567451
"TC0900012246.hg.1",1.03,"ALDH1A1",2.56646,1.39485
"TC0900012263.hg.1",-2.49,"LOC102724684; RP11-92C4.3",1,1
"TC0M00006436.hg.1",1.45,"MT-TD",4.639405,-1.211177
"TC0X00006433.hg.1",2.84,"PLCXD1",1,1
"TC0X00006445.hg.1",-1,"RP11-309M23.1",-1.875299,-2.123097
"TC0X00006455.hg.1",-2.03,"LINC00106",-1.109962,1.300395
"TC0X00006489.hg.1",-2.37,"ARSF",1,1
"TC0X00006626.hg.1",1.36,"TLR8",2.16235,2.16235
"TC0X00006992.hg.1",1.08,"MIR1587",2.15578,1.008094
"TC0X00007029.hg.1",-1.68,"MIR7641-2",2.002109,1.266573
"TC0X00007069.hg.1",1.01,"RPL19P20",2.18448,1.596376
"TC0X00007072.hg.1",2.2,"RPSAP61",-1.129262,-1.602273
"TC0X00007107.hg.1",2.55,"KRBOX4",1.104849,1
"TC0X00007129.hg.1",1.16,"UBA1",-2.213425,1.012148
"TC0X00007149.hg.1",-1.31,"TIMP1",-2.985206,-1.869549
"TC0X00007166.hg.1",1.82,"ZNF630-AS1",-1.868913,-2.147905
"TC0X00007223.hg.1",-1.15,"SYP-AS1",2.098386,1.155366
"TC0X00007345.hg.1",-2.73,"RPL7AP71",-1.237193,-1.192228
"TC0X00007353.hg.1",2.58,"TSR2",-1.108231,-1.108231
"TC0X00007360.hg.1",-1,"PGAM4P1",-2.076365,-1.609664
"TC0X00007377.hg.1",1.31,"MIR4536-2",2.461879,1.446193
"TC0X00007503.hg.1",2.11,"RPL31P63",-1.090621,1
"TC0X00007505.hg.1",1.38,"ACTR3P2",-2.094085,-1.839878
"TC0X00007528.hg.1",1.11,"OTUD6A",-2.333103,-2.333103
"TC0X00007537.hg.1",-2.04,"KIF4A",-1.58278,-1.188853
"TC0X00007561.hg.1",2.23,"NONO",-1.294944,1.033365
"TC0X00007588.hg.1",1.6,"RN7SL388P",-1.133465,-2.066143
"TC0X00007627.hg.1",-1.2,"UHRF2P1",-2.132196,-2.132196
"TC0X00007647.hg.1",-1.78,"FTX_2",-1.554467,-2.72461
"TC0X00007648.hg.1",-1.01,"FTX_3",1.008884,-4.15777
"TC0X00007655.hg.1",1.24,"SLC16A2",-2.992953,-1.974175
"TC0X00007692.hg.1",-2.21,"RNA5SP509",-1.111856,1.303138
"TC0X00007709.hg.1",2.17,"PGK1",1,1
"TC0X00007733.hg.1",-2.21,"FAM46D",-1.092142,1
"TC0X00007742.hg.1",2.59,"VDAC1P1",1.129168,1
"TC0X00007797.hg.1",1.12,"SNORD45",1.748575,2.590787
"TC0X00007936.hg.1",1.82,"CENPI",-2.587968,-3.414513
"TC0X00007970.hg.1",1.08,"NXF2B; NXF2",-2.261751,-1.907655
"TC0X00007983.hg.1",-2.44,"MTCO2P19",1.0628,1.953756
"TC0X00007987.hg.1",-1.86,"MTND5P26",-1.032642,2.389751
"TC0X00008040.hg.1",-1.17,"MUM1L1",1.008765,-2.693254
"TC0X00008053.hg.1",1.05,"MIR548AN",-1.223039,-2.3162
"TC0X00008113.hg.1",-2.04,"MIR3978",-1.07777,1.046607
"TC0X00008125.hg.1",1.64,"PAK3",-2.094057,-1.122332
"TC0X00008136.hg.1",1.15,"ALG13",-1.214767,-2.213255
"TC0X00008147.hg.1",-2.58,"ZCCHC16",-1.342163,-1.03701
"TC0X00008154.hg.1",1.16,"RN7SL266P",1,2.103906
"TC0X00008225.hg.1",-1.09,"MIR1277",1.161106,3.721282
"TC0X00008230.hg.1",2.39,"IL13RA1",1.032827,-1.209365
"TC0X00008233.hg.1",-1.76,"LINC01285",-2.203597,-1.641984
"TC0X00008235.hg.1",2.66,"LONRF3",1,-1.309232
"TC0X00008241.hg.1",1.15,"PGRMC1",2.515456,1.21111
"TC0X00008253.hg.1",2.05,"UBE2A",1,1
"TC0X00008332.hg.1",-1.46,"STAG2",1.012779,-3.585067
"TC0X00008596.hg.1",1.66,"CDR1; CDR1-AS",2.132299,3.533898
"TC0X00008612.hg.1",-1.58,"MAGEC1",-2.212182,1
"TC0X00008694.hg.1",2.82,"HSFX1",-1.88757,-1.88757
"TC0X00008725.hg.1",1.11,"RPL19P21",2.085163,1.383613
"TC0X00008727.hg.1",-3.7,"GPR50",1.18672,-1.027259
"TC0X00008730.hg.1",1.24,"Metazoa_SRP",-1.706239,-2.364066
"TC0X00008731.hg.1",1.25,"VMA21",2.144989,2.144989
"TC0X00008754.hg.1",-1.02,"CSAG3",1,2.126779
"TC0X00008785.hg.1",-1.01,"BGN",-3.094529,-2.371648
"TC0X00008833.hg.1",2.04,"FAM50A",1,1
"TC0X00008857.hg.1",2.06,"DKC1; SNORA36A; SNORA56; MIR664B",2.308844,3.106157
"TC0X00008862.hg.1",2.53,"FUNDC2",-1.168794,1.002331
"TC0X00008883.hg.1",-1.55,"DPH3P2",3.684477,3.584892
"TC0X00008914.hg.1",-1.17,"ZBED1; DHRSX",1.27517,2.473356
"TC0X00008922.hg.1",-2.03,"LINC00102",1.036464,1
"TC0X00008945.hg.1",-1.13,"PRKX",-1.104184,-2.125659
"TC0X00009036.hg.1",-1,"FAM9B",-2.170368,-2.170368
"TC0X00009066.hg.1",-1.01,"Y_RNA",-2.45462,-2.46591
"TC0X00009070.hg.1",-1.87,"MIR548AX",-1.005421,-3.117739
"TC0X00009100.hg.1",-1.02,"TRAPPC2",-1.74877,-3.613259
"TC0X00009139.hg.1",1.03,"AP1S2",2.182196,1.048132
"TC0X00009217.hg.1",1.29,"SCARNA9L",1,2.047524
"TC0X00009218.hg.1",-1.23,"RPS6KA3",1.007388,-2.933453
"TC0X00009250.hg.1",2.16,"ACOT9",1.749994,1.483639
"TC0X00009339.hg.1",1.35,"TAB3",1.38366,-2.139079
"TC0X00009341.hg.1",-1.18,"DMD",-1.389706,-3.254239
"TC0X00009366.hg.1",1.35,"RNU6-641P",3.311742,1
"TC0X00009387.hg.1",1.11,"RPGR",2.370678,2.370678
"TC0X00009494.hg.1",-2.03,"RRM2P3",1.372019,1.109754
"TC0X00009531.hg.1",1.38,"GAPDHP65",-1.984341,-2.216126
"TC0X00009540.hg.1",2.09,"MKI67P1",1.27632,1.32396
"TC0X00009569.hg.1",1.29,"ZNF41",-1.382242,-2.317421
"TC0X00009606.hg.1",-1.47,"SSX3",-3.10168,-1.413694
"TC0X00009638.hg.1",1.43,"OTUD5",-2.113875,-1.352932
"TC0X00009670.hg.1",2.79,"VDAC1P2",1,-1.021338
"TC0X00009677.hg.1",2.48,"AKAP4",-1.08939,-1.126877
"TC0X00009760.hg.1",2.88,"SMC1A",-1.037326,1.581474
"TC0X00009767.hg.1",3.15,"HUWE1",1.32263,1.386233
"TC0X00009793.hg.1",-1.18,"PFKFB1",-1.367149,-2.5172
"TC0X00009795.hg.1",1.2,"ALAS2",-2.084354,-1.79507
"TC0X00009871.hg.1",-1.1,"MIR1468",2.074739,1
"TC0X00009884.hg.1",1.46,"YWHAZP7",-1.512421,-2.292052
"TC0X00009911.hg.1",-1.15,"VSIG4",-2.064196,1.177642
"TC0X00009924.hg.1",-2.11,"BMI1P1",1.232451,1.50533
"TC0X00009949.hg.1",-2.12,"RP13-57D9.3",1,1.22674
"TC0X00009976.hg.1",-1.08,"SOCS5P4",-1.075733,2.260638
"TC0X00010025.hg.1",2.42,"ERCC6L",1,1
"TC0X00010064.hg.1",-1.55,"FTX",2.01974,-2.504634
"TC0X00010083.hg.1",1.54,"MIR421",-3.729443,-3.276987
"TC0X00010084.hg.1",-1.24,"MIR374B",-1.594728,-2.257976
"TC0X00010085.hg.1",1.14,"RN7SL648P",1.023563,-2.457328
"TC0X00010125.hg.1",-1.36,"MIR325",2.34938,1
"TC0X00010204.hg.1",-1.77,"SATL1",-2.964009,-1.925189
"TC0X00010265.hg.1",2.32,"VDAC1P3",1,-1.012667
"TC0X00010274.hg.1",1.28,"ST13P18",-2.099391,-2.099391
"TC0X00010300.hg.1",-1.09,"BRDTP1",-2.032394,-2.045439
"TC0X00010347.hg.1",1.03,"TRMT2B-AS1; RP4-664K17.2",-1.068369,-2.385017
"TC0X00010837.hg.1",1.02,"MBNL3",1.514309,-2.659693
"TC0X00010850.hg.1",1.03,"RNU6-203P",2.020244,-1.051785
"TC0X00010851.hg.1",2.12,"GPC3",1,-1.24629
"TC0X00010859.hg.1",-2.03,"MIR19B2",1.083441,3.005948
"TC0X00010869.hg.1",-1.16,"MIR450A1",-1.380021,2.473184
"TC0X00010885.hg.1",2.16,"HMGB3P31",1.123967,-1.456272
"TC0X00011001.hg.1",-2.01,"MAGEC2",1.072621,1
"TC0X00011012.hg.1",-1.45,"SLITRK4",1,2.248823
"TC0X00011045.hg.1",3.04,"MIR513A2",1.092391,1.182877
"TC0X00011082.hg.1",2.68,"HSFX2; HSFX1",1.253133,1
"TC0X00011102.hg.1",2.73,"CD99L2",1,1.13184
"TC0X00011291.hg.1",-2.24,"PAGE2",-1.119458,-1.119458
"TC0X00011293.hg.1",-1.04,"LOC100421746; RP11-382F24.2",1,2.309211
"TC0X00011312.hg.1",-1.12,"ARMCX5",-2.231679,-1.281204
"TC0X00011320.hg.1",1.77,"LINC00890",1.508736,2.252364
"TC0X00011387.hg.1",-1.7,"NKAP",2.935568,1
"TC0Y00006433.hg.1",2.02,"PLCXD1",-1.08945,-1.19108
"TC0Y00006500.hg.1",1.03,"AC010084.1",-1.214329,-2.277467
"TC0Y00006511.hg.1",-1.27,"DLGAP5P1",-1.047253,2.473305
"TC0Y00006517.hg.1",1.68,"TTTY21; TTTY21B",1.054683,2.252895
"TC0Y00006524.hg.1",2.41,"ATP5JP1",1.161992,1.161992
"TC0Y00006565.hg.1",-2.3,"USP9YP22",1,-1.076464
"TC0Y00006566.hg.1",-1.17,"TCEB1P4",2.0489,2.938805
"TC0Y00006629.hg.1",-2.02,"USP9Y; TTTY15",-1.172461,-2.599079
"TC0Y00006675.hg.1",-2.05,"CDY5P",1,-1.017388
"TC0Y00006747.hg.1",-1.27,"CDY11P",-1.396514,-2.140414
"TC0Y00006769.hg.1",1.25,"HSFY7P",1.242736,2.112
"TC0Y00006795.hg.1",1.11,"OFD1P12Y",-1.277603,2.101734
"TC0Y00006828.hg.1",-2.3,"USP9YP30",-1.125753,-1.029426
"TC0Y00006839.hg.1",1.25,"HSFY8P",1.242736,2.112
"TC0Y00006842.hg.1",-1.02,"RNU6-1314P",2.060508,2.311741
"TC0Y00006856.hg.1",-1.55,"DPH3P2",3.684477,3.584892
"TC0Y00006906.hg.1",-2.03,"LINC00102",1.036464,1
"TC0Y00006918.hg.1",-1.07,"EEF1A1P41",1.500466,3.107965
"TC0Y00006937.hg.1",2.6,"VDAC1P6",1,1
"TC0Y00006955.hg.1",-2.02,"GPR143P",1.428994,1
"TC0Y00007020.hg.1",1.19,"TSPY13P",1.587977,2.192505
"TC0Y00007104.hg.1",1.27,"TCEB1P35",-1.055378,2.263366
"TC0Y00007177.hg.1",-2.07,"NEFLP1",1,-1.020404
"TC0Y00007212.hg.1",2.11,"OFD1P9Y",1.036787,1.059071
"TC0Y00007226.hg.1",1.09,"RNU1-97P",-1.091824,2.020105
"TC0Y00007235.hg.1",-1.31,"TCEB1P10",2.788482,1.247198
"TC0Y00007261.hg.1",-2.8,"LINC00265-3P",1.037326,1.030204
"TC0Y00007267.hg.1",-1.02,"OFD1P13Y",1.189562,2.078352
"TC0Y00007273.hg.1",-2.05,"USP9YP21",1.446634,1.446634
"TC1000006633.hg.1",1.41,"FAM208B",-1.545742,-2.854147
"TC1000006676.hg.1",-2.59,"LOC101928150; RP11-554I8.1",1,-1.256813
"TC1000006809.hg.1",-2.06,"RNU6ATAC39P",1.811607,1
"TC1000006847.hg.1",-1.14,"MIR1265",-2.15907,-2.15907
"TC1000006891.hg.1",2.26,"VIM",1,1
"TC1000006914.hg.1",-1.35,"MIR511",1.465995,2.06148
"TC1000006936.hg.1",1.07,"MTND2P16",-2.224576,-2.224576
"TC1000007007.hg.1",1.28,"ARMC3",1.953918,3.96651
"TC1000007092.hg.1",-1.09,"MASTL",-1.889481,-2.12164
"TC1000007131.hg.1",-1.02,"RNU6-1067P",-1.616541,-3.483483
"TC1000007147.hg.1",1.16,"SVIL-AS1",2.106751,1.376448
"TC1000007199.hg.1",-1.24,"ZEB1",-1.009122,-2.959349
"TC1000007250.hg.1",-2.37,"RP11-490O24.2",1,1
"TC1000007305.hg.1",-1.18,"ANKRD30A",-2.234187,-4.77288
"TC1000007333.hg.1",1.58,"ZNF33A",-1.220608,-2.05439
"TC1000007346.hg.1",1.5,"HSD17B7P2",1,-2.537592
"TC1000007422.hg.1",2.36,"RNU7-193P",1,1
"TC1000007482.hg.1",1.46,"AGAP10P",-1.334297,-2.544109
"TC1000007524.hg.1",2.34,"BMS1P5",-1.006083,1.184731
"TC1000007555.hg.1",-1.3,"FAM35DP",-1.195845,-2.187193
"TC1000007596.hg.1",2.18,"TIMM23B",-1.174332,-1.174332
"TC1000007636.hg.1",-2.16,"PRKG1",1,1.422501
"TC1000007641.hg.1",1.19,"DKK1",-2.607487,-1.016401
"TC1000007700.hg.1",2.28,"UBE2D1",1.152231,1.056564
"TC1000007703.hg.1",2.03,"BICC1",1.434224,1.620109
"TC1000007714.hg.1",1.43,"PHYHIPL",-1.156127,-2.028748
"TC1000007834.hg.1",-1,"RP11-344A5.1",-2.064239,-1.428627
"TC1000007843.hg.1",2.05,"RP11-57G10.8",-1.174014,1
"TC1000007889.hg.1",2.72,"SUPV3L1",1.621817,1.208871
"TC1000007913.hg.1",3.07,"H2AFY2",-1.077188,1.065891
"TC1000007954.hg.1",1.57,"SLC29A3",-2.278777,-1.318721
"TC1000007986.hg.1",1.57,"ANAPC16",2.075371,1.00471
"TC1000008024.hg.1",1.04,"RNU6-833P",2.186222,-1.029426
"TC1000008155.hg.1",1.15,"Metazoa_SRP",-2.025068,-2.025068
"TC1000008203.hg.1",2.16,"RPS12P18",-1.201844,1.097013
"TC1000008230.hg.1",-1.01,"ZNF519P1",-2.607234,1.113275
"TC1000008267.hg.1",1,"RNU1-65P",-2.010257,-2.101632
"TC1000008279.hg.1",1.95,"RPS3AP5",-1.909124,-2.275431
"TC1000008304.hg.1",-1.11,"RNU6-780P",-1.211043,-2.645408
"TC1000008363.hg.1",1.03,"PTEN",-1.375361,-2.501807
"TC1000008364.hg.1",1.11,"RP11-380G5.2; PTEN",-1.251068,-2.113948
"TC1000008398.hg.1",-2.43,"IFIT6P",1.060137,1.060137
"TC1000008402.hg.1",-1.12,"SLC16A12-AS1",2.411114,1.232758
"TC1000008435.hg.1",-1.28,"HECTD2",-1.344891,-2.021239
"TC1000008452.hg.1",2.94,"BTAF1",1,-1.241557
"TC1000008508.hg.1",2.25,"CYP2C9",1.094947,-1.408197
"TC1000008511.hg.1",2.19,"CYP2C60P",-1.006237,-1.006237
"TC1000008516.hg.1",1.14,"ACSM6",-1.383651,-2.199354
"TC1000008595.hg.1",-1.3,"R3HCC1L",3.012142,1.824549
"TC1000008628.hg.1",2.28,"ABCC2",1.111494,-1.158453
"TC1000008640.hg.1",-1.01,"RNU6-422P",1.469484,2.599762
"TC1000008658.hg.1",2.29,"PAX2",-1.035703,1
"TC1000008684.hg.1",2.9,"BTRC",1.021536,1.4226
"TC1000008731.hg.1",2.28,"RPARP-AS1",1.082953,-1.074078
"TC1000008770.hg.1",2.52,"PDCD11",1,1.090009
"TC1000008785.hg.1",1.28,"Y_RNA",-2.207816,1
"TC1000008795.hg.1",1.95,"SLK",-1.311593,-2.351645
"TC1000008806.hg.1",-1.63,"CFAP58",-1.650725,-3.246915
"TC1000008852.hg.1",1.17,"PTGES3P5",-2.176304,-1.358317
"TC1000008896.hg.1",-1.21,"SMC3",1,-2.352852
"TC1000008926.hg.1",3.52,"ACSL5",1.092748,1.232724
"TC1000008961.hg.1",1.22,"NHLRC2",1,-2.339743
"TC1000009002.hg.1",-2.81,"PNLIPRP3",1,1
"TC1000009012.hg.1",1.45,"ENO4",-2.081913,-2.60624
"TC1000009111.hg.1",2.56,"WDR11",1.124505,1.021274
"TC1000009150.hg.1",1.19,"MIR3941",2.008376,1
"TC1000009276.hg.1",1.3,"DOCK1",1,-3.274308
"TC1000009335.hg.1",-1.35,"RP11-234G16.4",2.030169,1
"TC1000009345.hg.1",1.65,"GLRX3",2.327514,1.546322
"TC1000009387.hg.1",2.73,"PPP2R2D",1.007975,1
"TC1000009414.hg.1",2.41,"INPP5A",-1.184681,1
"TC1000009472.hg.1",2.73,"CYP2E1",-2.466098,1.035818
"TC1000009534.hg.1",2.18,"RP11-363N22.3",1.194892,1
"TC1000009536.hg.1",-1.22,"IDI1",-1.296821,-2.947925
"TC1000009659.hg.1",1.1,"AKR1C8P",1.462879,-2.096961
"TC1000009667.hg.1",-2.02,"CALML3-AS1",1.056234,-1.034412
"TC1000009674.hg.1",1.29,"LOC105376382; RP13-463N16.6",1,2.315414
"TC1000009732.hg.1",-2.04,"RP5-1031D4.2",1,-1.263303
"TC1000009813.hg.1",-1.31,"RN7SL198P",-1.093535,-2.632803
"TC1000009823.hg.1",-1.21,"MIR548Q",-1.023598,-2.540637
"TC1000009851.hg.1",1.44,"FRMD4A",2.089387,-1.058272
"TC1000009869.hg.1",1.19,"CDNF",-2.327788,-2.514932
"TC1000009881.hg.1",-1.7,"PPIAP30",-2.273523,-2.507588
"TC1000009922.hg.1",-1.14,"VIM",1.302605,2.502569
"TC1000009999.hg.1",-2.08,"SKIDA1",1.060144,1.060144
"TC1000010022.hg.1",2.23,"PIP4K2A",1.795729,1.484359
"TC1000010026.hg.1",-1.93,"PIP4K2A",-2.355968,-2.652734
"TC1000010028.hg.1",-1.37,"RP11-142L16.2",-2.17091,-2.17091
"TC1000010065.hg.1",1.41,"ARHGAP21",1.414194,-2.034381
"TC1000010176.hg.1",-2.02,"MIR604",1,-1.104291
"TC1000010196.hg.1",-2.42,"RNU6-598P",-2.684066,-1.560794
"TC1000010284.hg.1",-2.18,"RP11-476F14.1",-1.084049,-1.160487
"TC1000010311.hg.1",-1.5,"MIR3611",1,2.280247
"TC1000010338.hg.1",-1.29,"MTND5P17",2.204804,1.247068
"TC1000010358.hg.1",2.05,"MTRNR2L7",-2.143205,-2.379322
