"Transcript Cluster ID","GenX_100uM vs. GenX_UT","Gene Symbol","0.1uMFold Change","10uMFold Change"
"TC1600008572.hg.1",-2.18,"RP11-303E16.6",-1.45708,-1.6705
"TC1600008646.hg.1",1.01,"ATP2C2",-2.081249,-1.2176
"TC1600008712.hg.1",2.19,"IRF8",-1.006237,1.300115
"TC1600008729.hg.1",-1.1,"RP11-158I3.3",2.238512,2.804474
"TC1600008764.hg.1",2.23,"RP11-178L8.8",-1.258417,1
"TC1600008865.hg.1",2.26,"ACSF3",-1.561497,-1.560675
"TC1600009032.hg.1",2.15,"RP11-616M22.7",-1.082675,-1.082675
"TC1600009077.hg.1",1.56,"RPS2; SNORA64; SNORA10",-2.001219,-1.202836
"TC1600009124.hg.1",1.04,"RP11-20I23.6",-1.36569,-2.606077
"TC1600009125.hg.1",-2.3,"RP11-20I23.7",-1.580312,-1.593136
"TC1600009134.hg.1",1.23,"PRSS27",-2.174192,-2.311485
"TC1600009187.hg.1",-1.22,"TIGD7",-1.53279,-2.038036
"TC1600009245.hg.1",-1.01,"RP11-127I20.5",-1.853253,-2.270012
"TC1600009247.hg.1",1.5,"GLYR1",-2.329936,1.288292
"TC1600009291.hg.1",1.53,"RNU6-328P",-1.126697,2.195973
"TC1600009361.hg.1",1.19,"LINC01290; RP11-27M24.3",1.242288,-2.092866
"TC1600009466.hg.1",-2.05,"LOC101927311; CTD-2135D7.5",-1.066216,1
"TC1600009481.hg.1",-1.43,"RP11-65J21.4",-1.964211,-2.470221
"TC1600009512.hg.1",2.04,"NTAN1",1.490132,1.006921
"TC1600009594.hg.1",-2.77,"CTA-481E9.3",-1.179414,1.932851
"TC1600009620.hg.1",1.51,"SMG1",-2.634027,-3.415982
"TC1600009689.hg.1",-1,"PDZD9",-2.190394,-1.626578
"TC1600009791.hg.1",2.23,"ZKSCAN2",1,1.060144
"TC1600009837.hg.1",2.72,"GTF3C1",1.069436,1
"TC1600009888.hg.1",-1.04,"SNORA43",-1.092861,2.053009
"TC1600009958.hg.1",1.01,"NPIPB4",-1.242357,-2.605788
"TC1600009959.hg.1",2.86,"SMG1P5",1.203695,1.16694
"TC1600010107.hg.1",-2.12,"RP11-812E19.7",1,1
"TC1600010122.hg.1",-1.35,"LINC00273",-2.820498,-2.080067
"TC1600010184.hg.1",1.76,"ITFG1",1.070712,-2.347914
"TC1600010272.hg.1",1.29,"RP11-401P9.1",-1.710668,-2.164735
"TC1600010315.hg.1",-2.9,"RP11-132F7.2",-1.381581,-1.130084
"TC1600010375.hg.1",-2.24,"CRNDE",1,1.084462
"TC1600010406.hg.1",1.36,"AMFR",2.600557,1.629004
"TC1600010481.hg.1",-1.1,"RNU6-269P",1,2.008127
"TC1600010502.hg.1",-1.19,"RP11-700H13.1",1.391084,2.060436
"TC1600010528.hg.1",2.16,"MIR4426",1,1
"TC1600010589.hg.1",-2.06,"TK2",-1.064186,-1.064186
"TC1600010765.hg.1",3.31,"COG4",1.17316,1
"TC1600010772.hg.1",1.05,"VAC14",-2.023805,-1.996039
"TC1600010868.hg.1",1.09,"CTRB2",-2.215389,1.038622
"TC1600011007.hg.1",2.09,"MPHOSPH6",-1.033616,-1.033616
"TC1600011033.hg.1",-1.18,"LOC102724163; RP11-483P21.2",2.354271,1
"TC1600011075.hg.1",3.93,"ZDHHC7",1,-1.061747
"TC1600011087.hg.1",-1.32,"COX6CP16",2.140741,1.448651
"TC1600011167.hg.1",1.37,"RP11-178L8.3",-2.994033,-2.665673
"TC1600011292.hg.1",1.11,"FANCA",-1.38005,-2.41292
"TC1600011300.hg.1",-1.09,"CENPBD1",1,2.515648
"TC1600011324.hg.1",2.09,"HAGHL",1.13901,1.13901
"TC1600011364.hg.1",1.2,"NPIPB5",-1.225483,-2.38869
"TC1600011365.hg.1",1.25,"NPIPB9",-1.11502,-2.212227
"TC1600011417.hg.1",2.27,"NFATC3",-1.03477,-1.03477
"TC1600011442.hg.1",1.41,"MAP1LC3B",1.638675,2.494394
"TC1600011446.hg.1",1.21,"SPG7",-2.217125,-1.938741
"TC1600011487.hg.1",2.1,"NPIPA8",-1.331073,-1.280086
"TC1600011501.hg.1",1.01,"NPIPB3",-1.596198,-3.347956
"TC1600011502.hg.1",1.14,"LOC100190986",-1.275056,-3.445732
"TC1600011505.hg.1",1.27,"NPIPB4",-1.130382,-3.100928
"TC1600011514.hg.1",1.66,"SMG1P2",1.60493,-2.919658
"TC1600011547.hg.1",1.3,"RP11-96H17.1",2.293483,1
"TC1600011558.hg.1",2.15,"SMG1P7",-1.473084,-2.434777
"TC1600011559.hg.1",2.15,"SMG1P7",1.364025,1
"TC1600011570.hg.1",1.11,"CMC2",2.000888,-1.016873
"TC1700006533.hg.1",-1.07,"DPH1; OVCA2",-1.551238,-2.314788
"TC1700006558.hg.1",1.06,"RP11-135N5.3",-1.467408,-5.256454
"TC1700006582.hg.1",-1.2,"OR3A3",1.310402,2.536044
"TC1700006611.hg.1",2.58,"CYB5D2",1.029311,1.029311
"TC1700006638.hg.1",1.47,"ARRB2",-3.303281,-1.046447
"TC1700006684.hg.1",-1.1,"MIS12",2.882399,1.789243
"TC1700006729.hg.1",2.6,"ACADVL",-1.826764,1.076441
"TC1700006762.hg.1",1.18,"SHBG",-1.013264,-2.084455
"TC1700006763.hg.1",-2.3,"ATP1B2",1,1
"TC1700006770.hg.1",-1.54,"DNAH2",-2.272011,-1.223073
"TC1700006798.hg.1",-2.18,"MIR4521",-2.599421,-1.752433
"TC1700006810.hg.1",2.2,"ARHGEF15",-1.337835,-1.222217
"TC1700006811.hg.1",-1.13,"SNORA69",-2.104883,1
"TC1700006854.hg.1",-1.99,"RP11-565F19.3",1.439173,2.149186
"TC1700006904.hg.1",-1.12,"RP11-471L13.2",2.189452,1.457585
"TC1700006968.hg.1",2.02,"LOC101928475; AC005772.2",-1.382884,1.234486
"TC1700006980.hg.1",2.17,"RPL9P2",-1.689188,-3.225807
"TC1700007095.hg.1",-2.01,"DRC3",1,1
"TC1700007126.hg.1",1.45,"TNPO1P2",-2.306603,-1.63407
"TC1700007128.hg.1",2.18,"SRP68P2",1,1.083343
"TC1700007154.hg.1",1,"RP11-160E2.21",1.08474,-2.346645
"TC1700007227.hg.1",-2.28,"RP11-434D2.3",1.03039,1.350141
"TC1700007230.hg.1",-2.36,"CDRT15L2",-1.272786,-1.258967
"TC1700007238.hg.1",-1.11,"LOC100287072",2.311533,1.594462
"TC1700007242.hg.1",2.06,"ABHD17AP6",-1.597239,-1.597239
"TC1700007366.hg.1",3.52,"CTD-2350C19.2",1.003208,-1.055693
"TC1700007381.hg.1",3.58,"SUPT6H",1.118318,1.118318
"TC1700007402.hg.1",-1.05,"FLOT2",-2.25527,-1.27887
"TC1700007417.hg.1",1.47,"RP11-296K13.4",-1.57383,-2.438341
"TC1700007419.hg.1",1.12,"TAOK1; MIR4523",-1.25329,-3.383719
"TC1700007446.hg.1",2.05,"RP11-354P11.4",1.496684,1.496684
"TC1700007599.hg.1",1.64,"AP2B1",1.41392,2.1176
"TC1700007602.hg.1",1.72,"TAF15",2.837559,1.812487
"TC1700007610.hg.1",1.02,"7SK",-2.458997,1.054501
"TC1700007636.hg.1",2.05,"PIGW",1.036119,-1.316146
"TC1700007648.hg.1",-2.15,"CTD-3194G12.1",1.147712,-1.003208
"TC1700007692.hg.1",1.16,"RNU6-489P",2.390811,-1.206585
"TC1700007715.hg.1",2.12,"CTB-58E17.1",1.132774,1.095091
"TC1700007740.hg.1",1.48,"RPL19",2.05143,1.336473
"TC1700007811.hg.1",2.25,"TMEM99",1.117799,1.117799
"TC1700007827.hg.1",2.03,"KRTAP9-6",1,1
"TC1700007838.hg.1",-1.44,"RNU2-32P",2.146639,1
"TC1700007891.hg.1",1.05,"MIR548AT",2.158756,1.700313
"TC1700007916.hg.1",-2.29,"CNTD1",1,-1.090288
"TC1700007918.hg.1",-2.42,"AOC2",1.007367,1
"TC1700008033.hg.1",2.04,"HEXIM1",-1.064776,1.209432
"TC1700008115.hg.1",1.77,"RN7SL270P; AC068152.1",-1.089487,-2.034748
"TC1700008129.hg.1",-1.27,"Y_RNA",1.269077,-2.38515
"TC1700008160.hg.1",-1.02,"LOC101927166; RP11-433M22.2",-2.222741,-1.854307
"TC1700008216.hg.1",2.86,"KAT7",-1.072249,-1.072249
"TC1700008218.hg.1",-2.15,"FLJ45513; RP11-304F15.3",-1.386012,-1.027259
"TC1700008344.hg.1",-1.49,"ANKFN1",-1.935143,-2.264935
"TC1700008455.hg.1",2.58,"YPEL2",1,-1.044143
"TC1700008470.hg.1",1.3,"RP11-619I22.1",2.347784,2.450676
"TC1700008575.hg.1",2.02,"PSMC5",1,1
"TC1700008602.hg.1",-2.4,"DDX5",-1.15093,-1.351508
"TC1700008635.hg.1",3.19,"RGS9",1,1
"TC1700008668.hg.1",-2.08,"PRKCA",-1.300927,-1.018623
"TC1700008690.hg.1",2.31,"PITPNC1",1.29862,1.29862
"TC1700008703.hg.1",2.04,"NOL11",-1.251754,1
"TC1700008755.hg.1",-1.02,"SNRPGP4",-1.180722,-4.040965
"TC1700008886.hg.1",2.01,"SLC16A5",-1.101684,-1.413939
"TC1700008897.hg.1",2.07,"MRPS7",1.734946,1.124661
"TC1700008912.hg.1",2.13,"MYO15B",1.051793,-1.432783
"TC1700008928.hg.1",3.75,"RP11-552F3.13",-1.25263,-1.142758
"TC1700008941.hg.1",-1.15,"Y_RNA",3.366315,1.37661
"TC1700008954.hg.1",1.4,"SNORD1A; SNORD1C; SNHG16",3.291374,1.567483
"TC1700008955.hg.1",-1.19,"SNORD1B",1.00945,2.205109
"TC1700008980.hg.1",1.32,"Metazoa_SRP",-2.150408,-2.236403
"TC1700008984.hg.1",2.16,"SEC14L1; SCARNA16; SNHG20; MIR6516",1.020256,1.216799
"TC1700009007.hg.1",1.1,"Y_RNA",-1.211874,2.292481
"TC1700009123.hg.1",2.52,"RNF213",-1.035481,-1.292434
"TC1700009258.hg.1",-1.26,"NARF-IT1; RP13-991F5.4",1,2.126749
"TC1700009319.hg.1",2.43,"VPS53; RPS4XP17",2.037753,2.037753
"TC1700009428.hg.1",-2.84,"SMG6-IT1; RP5-1037N22.4",1,1.093581
"TC1700009488.hg.1",-2.26,"TCONS_00025531",-1.047783,-1.066904
"TC1700009528.hg.1",2.11,"CXCL16",-1.562115,-1.295285
"TC1700009542.hg.1",2.55,"MIR6864",1.158341,1.158341
"TC1700009566.hg.1",-1.81,"NLRP1",-1.180706,-2.240033
"TC1700009594.hg.1",-1.21,"MIR4520-1",-1.610178,-2.964729
"TC1700009619.hg.1",-1.18,"DLG4",-2.313328,-2.137109
"TC1700009651.hg.1",-1.06,"TP53",-2.626316,-1.674639
"TC1700009652.hg.1",1.02,"RP11-199F11.2",2.299436,-1.191649
"TC1700009812.hg.1",-1.16,"MIR548H3",-1.194271,-2.6705
"TC1700009861.hg.1",1.52,"TVP23C; CDRT4; TVP23C-CDRT4",-1.682039,-2.946904
"TC1700009903.hg.1",-1.22,"ZNF624",-3.032715,-1.038478
"TC1700009911.hg.1",2.02,"KRT17P1",1,1
"TC1700009921.hg.1",-3.14,"MPRIP-AS1; AC079111.1",1.429192,1.288953
"TC1700009923.hg.1",-2.21,"RP11-45M22.3",-1.043666,-1.236901
"TC1700009954.hg.1",2.62,"TOM1L2",1,1.083447
"TC1700010004.hg.1",1.15,"LOC79999; LOC388436; AC007952.6",-1.017811,-2.013549
"TC1700010099.hg.1",-2.13,"RP11-728E14.3",1.365577,1.359636
"TC1700010202.hg.1",2.81,"KIAA0100",1.259194,1.259194
"TC1700010254.hg.1",-1.24,"SSH2",-2.673557,1.594352
"TC1700010295.hg.1",-1.26,"CRLF3",-1.882553,-2.98916
"TC1700010298.hg.1",-1.22,"CRLF3",-2.243497,-1.304964
"TC1700010310.hg.1",2.03,"MIR4733",1,-1.066209
"TC1700010350.hg.1",-1.3,"OOSP1P2",-2.020469,-1.206176
"TC1700010357.hg.1",-1.03,"Y_RNA",1.344631,2.098517
"TC1700010367.hg.1",1.04,"Y_RNA",1,2.412084
"TC1700010488.hg.1",2.26,"ACACA",1,-1.057729
"TC1700010497.hg.1",2.59,"SYNRG",1,1
"TC1700010501.hg.1",1.5,"DDX52",2.046913,-1.049833
"TC1700010506.hg.1",-1.66,"AC091199.1",2.033746,2.033746
"TC1700010584.hg.1",1.43,"MIEN1",2.490664,1.022351
"TC1700010685.hg.1",1.11,"RN7SL399P",-2.163609,-2.066029
"TC1700010687.hg.1",2.98,"P3H4",-1.150355,-1.059093
"TC1700010709.hg.1",-1.1,"KAT2A",-2.767148,-1.148674
"TC1700010717.hg.1",2.01,"STAT5B",1.175774,1.175774
"TC1700010763.hg.1",-1.08,"BRCA1",-2.222217,-1.247915
"TC1700010784.hg.1",-1.33,"RNU6-1137P",1.123399,-2.293165
"TC1700010831.hg.1",1.42,"GPATCH8",2.028945,1.515066
"TC1700010935.hg.1",-1.21,"RNU7-186P",-1.009926,2.132388
"TC1700010978.hg.1",-1.35,"RP5-890E16.5",-1.039702,2.037514
"TC1700011011.hg.1",1.52,"LOC105371814",1.546525,2.231556
"TC1700011050.hg.1",-2.05,"RP11-81K2.2",1.052449,1.043319
"TC1700011055.hg.1",2.11,"SPOP",-1.293455,-1.119224
"TC1700011133.hg.1",-1.78,"RP11-481C4.2",-1.937961,-2.447213
"TC1700011172.hg.1",-3.08,"RP11-257O5.2",1,1
"TC1700011259.hg.1",2.1,"SETP3",1,1
"TC1700011281.hg.1",-1.16,"SKA2",-1.492406,-2.213546
"TC1700011282.hg.1",1.18,"RNU2-58P",1,2.080918
"TC1700011367.hg.1",1,"Y_RNA",2.10627,-1.338632
"TC1700011519.hg.1",2.39,"HELZ",1.552443,-1.63585
"TC1700011574.hg.1",1.54,"ABCA8",1.027801,-2.51258
"TC1700011575.hg.1",-1.33,"ABCA9",-2.039223,-1.879384
"TC1700011578.hg.1",1.03,"ABCA6",-1.557045,-2.027076
"TC1700011580.hg.1",-1.27,"MIR4524A",-1.184863,-2.318192
"TC1700011653.hg.1",-1.64,"SDK2",-1.478608,-2.393116
"TC1700011731.hg.1",2.1,"ATP5H",1.627391,1.084891
"TC1700011743.hg.1",2.06,"GGA3",-1.25223,-1.25223
"TC1700011749.hg.1",2.08,"GRB2",1.115484,1.306819
"TC1700011765.hg.1",-2.48,"RP11-474I11.8",1,-1.271023
"TC1700011773.hg.1",1.07,"WBP2",-4.115819,-1.011061
"TC1700011779.hg.1",2.05,"ACOX1",-1.358515,-1.125558
"TC1700011794.hg.1",-1.96,"QRICH2",1.156159,2.089373
"TC1700011799.hg.1",-1.06,"RPL7P49",-1.451114,-2.670704
"TC1700011922.hg.1",1.04,"LGALS3BP",-2.502101,-2.37053
"TC1700011967.hg.1",4.03,"EIF4A3",-1.286873,-1.414959
"TC1700012003.hg.1",-2.16,"CTD-2561B21.5",1.065987,-1.022393
"TC1700012048.hg.1",2.01,"MIR3186",1.030275,1.030275
"TC1700012141.hg.1",2.05,"WDR45B",1.181591,1.352173
"TC1700012153.hg.1",1.06,"RP11-567O16.1",1.634218,2.015531
"TC1700012155.hg.1",-2.29,"ZNF750",-1.271287,-1.49253
"TC1700012183.hg.1",2.15,"FGF11",-1.216478,-1.216478
"TC1700012190.hg.1",1.5,"EIF4A1; SNORD10; SNORA67; SNORA48",2.055131,1.376773
"TC1700012199.hg.1",2.15,"PIGL",1,1.1105
"TC1700012207.hg.1",1.53,"EPN2; EPN2-IT1",-2.147487,-1.544639
"TC1700012216.hg.1",-1.01,"LGALS9",-2.091575,-1.792508
"TC1700012218.hg.1",2.19,"SARM1",1,1
"TC1700012227.hg.1",1.79,"LRRC37B",-2.849186,-2.701929
"TC1700012244.hg.1",2.81,"CDK12",1,1.019081
"TC1700012249.hg.1",-1.05,"MIR4728; ERBB2",-2.212978,-1.570985
"TC1700012263.hg.1",2.49,"DHX8",1,1
"TC1700012271.hg.1",2.29,"GOSR2",1,1
"TC1700012273.hg.1",1.45,"LRRC37A17P",1.397114,2.151034
"TC1700012274.hg.1",1.17,"ITGB3",1,-2.132402
"TC1700012283.hg.1",-1.14,"LUC7L3",2.053891,-3.410728
"TC1700012286.hg.1",2.26,"SMG8",-1.073417,1
"TC1700012298.hg.1",-1.01,"ABCA9-AS1",-2.077445,-2.077445
"TC1700012333.hg.1",-2.74,"TRPV3",1,1
"TC1700012342.hg.1",1.62,"DHX33",-2.078871,1.153678
"TC1700012402.hg.1",-1.33,"KRT222",-2.232717,-2.739477
"TC1700012445.hg.1",1.16,"STRADA",-2.525223,1.133764
"TC1700012468.hg.1",1.2,"HN1",2.054903,1.53431
"TC1800006435.hg.1",-1.01,"ROCK1P1",-1.058176,-2.996358
"TC1800006454.hg.1",2.06,"RP11-769O8.2",1.096663,1
"TC1800006469.hg.1",2.09,"RP11-476K15.1",-1.211463,-1.211463
"TC1800006487.hg.1",-1.14,"SMCHD1",-1.748187,-2.387995
"TC1800006505.hg.1",1.14,"RP13-270P17.2",1.948238,2.544725
"TC1800006518.hg.1",2.3,"DLGAP1-AS1",1.338141,1.006914
"TC1800006556.hg.1",-1.03,"L3MBTL4",-2.667374,-2.869084
"TC1800006611.hg.1",1.22,"THEMIS3P",-2.133408,-1.382376
"TC1800006635.hg.1",-1.17,"TWSG1",2.004191,1.251207
"TC1800006699.hg.1",-2.09,"LINC01255",-1.947941,-1.947941
"TC1800006813.hg.1",-2.01,"RP11-527H14.1",1.118031,1.118031
"TC1800006834.hg.1",1.65,"SNRPD1",-2.282887,-1.234331
"TC1800006855.hg.1",1.14,"RP11-627G18.4",1,2.064411
"TC1800007013.hg.1",-1.13,"DSG3",-3.102885,1
"TC1800007035.hg.1",-2.71,"RP11-326K13.5",1.072375,1.23577
"TC1800007057.hg.1",-1.03,"RP11-379L18.3",1.523289,3.529442
"TC1800007074.hg.1",-2.38,"RP11-158H5.8",1,1.216309
"TC1800007161.hg.1",1.52,"LINC00907",1.594971,2.230164
"TC1800007326.hg.1",1.37,"ME2",2.727351,1.512998
"TC1800007340.hg.1",2.1,"DCC",-1.566951,-1.016704
"TC1800007344.hg.1",-1,"MIR4528",-1.117504,3.272402
"TC1800007354.hg.1",-1.15,"POLI",-1.089986,-2.534691
"TC1800007367.hg.1",1.06,"TCF4",1.505455,4.203905
"TC1800007405.hg.1",-2.16,"RSL24D1P11",1.407124,1
"TC1800007411.hg.1",1.1,"NEDD4L",-2.13536,-2.1789
"TC1800007424.hg.1",2.48,"MIR122",1.757056,-1.046513
"TC1800007440.hg.1",1.41,"ZNF532",1.912765,3.188372
"TC1800007465.hg.1",-2.08,"GLUD1P4",1,1
"TC1800007620.hg.1",1.1,"SOCS6",2.06318,2.030057
"TC1800007681.hg.1",1.82,"RP11-231E4.5",2.856998,1.313203
"TC1800007682.hg.1",2.52,"CNDP1",1.571279,1.006083
"TC1800007748.hg.1",1.08,"RP11-751H17.1",-1.399479,-2.182044
"TC1800007835.hg.1",3.75,"ADNP2",-1.019916,-1.019916
"TC1800007879.hg.1",1.02,"LINC00470",2.874259,2.874259
"TC1800007968.hg.1",2.24,"TMEM200C",1,-1.004808
"TC1800007973.hg.1",1.17,"RP11-637N19.1",-1.569658,-2.568472
"TC1800008069.hg.1",2.6,"CCDC58P1",1.625113,1.573743
"TC1800008116.hg.1",2.17,"AFG3L2",1,1.030861
"TC1800008128.hg.1",-1.28,"PTPN2",-1.274189,-8.675636
"TC1800008153.hg.1",-2.08,"RP11-53B2.1",-1.217726,1.04303
"TC1800008256.hg.1",1.01,"RP11-535A5.1",2.265689,1.29472
"TC1800008269.hg.1",-2.22,"UBE2CP2",1.163435,1.163435
"TC1800008300.hg.1",-2.26,"RP11-799B12.1",-1.417511,-1.384821
"TC1800008349.hg.1",-1.03,"CHST9",1,-2.028593
"TC1800008355.hg.1",-1.79,"PA2G4P3",-2.12818,-2.260325
"TC1800008402.hg.1",-1.08,"SLC25A52",-1.441589,-2.936139
"TC1800008406.hg.1",-1.06,"RP11-210K20.5",2.170429,1.061453
"TC1800008415.hg.1",-1.47,"RP11-53I6.3",2.031563,1.613675
"TC1800008441.hg.1",-1.37,"RP11-379L18.2",-2.256771,-2.256771
"TC1800008458.hg.1",-1.03,"ZNF24",-1.059035,-2.106124
"TC1800008459.hg.1",-1.17,"ZNF396",-2.614237,-3.667356
"TC1800008469.hg.1",1.11,"MIR3929",-2.021465,-1.317772
"TC1800008518.hg.1",-2.01,"RP11-636O21.1",1,1
"TC1800008549.hg.1",1.13,"RIT2",2.197069,-1.164588
"TC1800008605.hg.1",-1.06,"PIAS2",-1.803351,-2.100641
"TC1800008637.hg.1",-2.25,"RNA5SP456",-1.24006,1
"TC1800008651.hg.1",-1.29,"SMAD7",2.752151,-1.004286
"TC1800008664.hg.1",-1.08,"RP11-110H1.4",-1.73858,-3.293428
"TC1800008669.hg.1",-1.21,"RP11-813F20.2",-2.76617,-1.826295
"TC1800008675.hg.1",-2.26,"MIR4320",1,1
"TC1800008743.hg.1",-2.09,"CCDC68",1,1
"TC1800008749.hg.1",-1.76,"RNA5SP459",-2.672185,-1.126549
"TC1800008781.hg.1",1.86,"ATP8B1",1.217431,-2.062566
"TC1800008787.hg.1",-1.43,"RP11-693L9.2",-1.358081,2.981565
"TC1800008801.hg.1",-1.47,"MIR3591",1.399091,2.121434
"TC1800008804.hg.1",2.03,"ALPK2",1,1
"TC1800008837.hg.1",2.11,"FAM60CP",1,1
"TC1800008862.hg.1",1.75,"PIGN",1.167693,-2.110741
"TC1800008893.hg.1",-4.13,"RP11-299P2.1",1,-1.03981
"TC1800008903.hg.1",2.28,"KDSR",2.187601,1.257301
"TC1800008952.hg.1",1,"DSEL",1.11171,-3.608477
"TC1800008965.hg.1",1.23,"TMX3",1,-2.188102
"TC1800009012.hg.1",1.41,"MIR548AV",1,2.354858
"TC1800009029.hg.1",2.35,"CYB5A",1.233793,1
"TC1800009043.hg.1",-1.18,"LINC00909",1.163048,-2.308027
"TC1800009233.hg.1",1.4,"ATP8B1",2.576781,-1.038175
"TC1800009248.hg.1",-1.11,"RP11-94B19.3",1,2.057939
"TC1800009258.hg.1",1.08,"ZNF519",-1.779596,-2.287497
"TC1800009268.hg.1",1.81,"DSC2",-1.5295,-3.375661
"TC1900006551.hg.1",-2.27,"AC005256.1",1,-1.002332
"TC1900006582.hg.1",-1.08,"OAZ1",-2.042478,-1.739642
"TC1900006678.hg.1",2.01,"CREB3L3",1.16072,3.065388
"TC1900006725.hg.1",2.27,"CTC-518P12.6",-1.395846,1
"TC1900006783.hg.1",1.27,"CTC-232P5.3",-2.108007,-1.207958
"TC1900006896.hg.1",2.15,"HNRNPM",-1.316548,-1.035056
"TC1900006904.hg.1",-2.2,"MYO1F",1.053047,-1.226936
"TC1900006923.hg.1",-2.64,"OR1M1",-1.032284,-1.032284
"TC1900006930.hg.1",-1.54,"OR7E24",-1.432435,2.389966
"TC1900006948.hg.1",2.14,"UBE2L4",1.070549,-1.664536
"TC1900007049.hg.1",-2.21,"ZNF440",-1.112303,-1.112303
"TC1900007077.hg.1",-2.18,"MTND2P40",1.03459,1
"TC1900007083.hg.1",2.24,"PGK1P2",1.276603,1.343652
"TC1900007095.hg.1",2.7,"MIR5684",1.016387,1.016387
"TC1900007121.hg.1",-2.1,"AC007787.3",-1.289668,1
"TC1900007154.hg.1",2.13,"EEF1DP1",1,-1.238539
"TC1900007208.hg.1",-1.55,"SYDE1",-2.286673,-2.286673
"TC1900007288.hg.1",-2.02,"CTC-429P9.1",1,1
"TC1900007357.hg.1",-1.39,"RNA5SP468",2.315622,-1.517914
"TC1900007381.hg.1",2.34,"RN7SL513P",1,1.020686
"TC1900007514.hg.1",-2.2,"BNIP3P25",-1.25223,1
"TC1900007570.hg.1",-2.59,"ZNF492",-1.163023,-1.163023
"TC1900007693.hg.1",-2.07,"CTC-448F2.7",1.452361,1
"TC1900007697.hg.1",2.07,"TAF9P3",1.321842,-1.288765
"TC1900007829.hg.1",-1.09,"GRAMD1A",-2.582557,-1.465121
"TC1900007889.hg.1",-2.24,"RN7SL402P",1.292228,1.125433
"TC1900007950.hg.1",2.09,"ZNF567",1.041469,1
"TC1900007957.hg.1",1.86,"ZNF568",-1.593203,-2.112249
"TC1900008070.hg.1",-1,"RPS29P25",1.133779,2.377475
"TC1900008085.hg.1",-2.12,"ZNF546",-1.518861,-1.320414
"TC1900008132.hg.1",2.67,"CYP2B7P",1.246973,-2.117629
"TC1900008134.hg.1",6.56,"CYP2B6",-1.02362,-1.116769
"TC1900008172.hg.1",2.37,"ZNF574",-1.243589,-1.433459
"TC1900008261.hg.1",-1.41,"MRPS15P2",2.038107,1.769228
"TC1900008305.hg.1",-1.15,"RNU6-611P",1.864592,2.035326
"TC1900008470.hg.1",-1.12,"GRIN2D",-2.019811,-2.426152
"TC1900008584.hg.1",-2.32,"MYBPC2",-1.235393,1.047761
"TC1900008774.hg.1",-1.37,"MIR519C",1,3.668474
"TC1900008782.hg.1",1.33,"MIR520B",2.475363,1.689668
"TC1900008785.hg.1",-1.55,"MIR520C",2.089561,1.458121
"TC1900008860.hg.1",1.11,"LENG8",-1.41809,-2.082244
"TC1900008910.hg.1",-2.59,"ZNF628",-1.174112,-1.100554
"TC1900008958.hg.1",-1.21,"SLC25A36P1",-2.066759,-1.31122
"TC1900009075.hg.1",-1.08,"CTD-3113P16.11",-1.260766,2.220308
"TC1900009128.hg.1",1.03,"TMEM259",-2.326435,-1.754914
"TC1900009201.hg.1",-1.06,"MKNK2",-2.337198,-1.299548
"TC1900009208.hg.1",2.06,"AP3D1",1,1.057839
"TC1900009239.hg.1",-1.59,"RNU6-993P",2.812202,1
"TC1900009320.hg.1",2.09,"ZBTB7A",1,1
"TC1900009335.hg.1",2.65,"EIF1P6",-1.070816,-1.173681
"TC1900009337.hg.1",-1.02,"SH3GL1",-2.451101,-1.312129
"TC1900009366.hg.1",-1.14,"AC005523.2",-1.328235,-2.03945
"TC1900009478.hg.1",1.06,"LOC100128573",2.194634,-1.286062
"TC1900009576.hg.1",-1.12,"ZNF699",-1.04126,-2.835533
"TC1900009588.hg.1",1.76,"ZNF121",-1.232118,-3.993351
"TC1900009680.hg.1",4.86,"RN7SL833P",1.426817,1.426817
"TC1900009685.hg.1",1.05,"ZNF627",-2.122052,-1.46504
"TC1900009740.hg.1",2.14,"DHPS",-1.011397,1
"TC1900009744.hg.1",-1.23,"SNORD41",2.480515,1.852368
"TC1900009781.hg.1",3.24,"CTB-5E10.3",1,-1.143844
"TC1900009932.hg.1",2.25,"CTC-429P9.5",1,1
"TC1900009964.hg.1",-1.19,"GTPBP3",-2.440388,-1.58108
"TC1900010016.hg.1",1.14,"ISYNA1",-2.128165,-1.533767
"TC1900010037.hg.1",2.27,"SUGP2",-1.19611,-1.357799
"TC1900010047.hg.1",-1.37,"NR2C2AP",-2.017152,-1.540662
"TC1900010099.hg.1",-2.21,"CTC-260E6.6",1,-1.019916
"TC1900010123.hg.1",1.12,"CTD-2542C24.5",1.313704,2.16208
"TC1900010243.hg.1",-1.11,"LINC00662",1.059542,2.019671
"TC1900010264.hg.1",2.12,"CTB-70G10.1",1.054603,1
"TC1900010370.hg.1",2.25,"SLC7A9",1.05913,1.119077
"TC1900010440.hg.1",-1.36,"CTD-2553L13.10",-2.23817,-1.811644
"TC1900010521.hg.1",1.08,"ZFP14",-1.346505,2.094028
"TC1900010528.hg.1",1.2,"ZNF260",1.131118,-2.609982
"TC1900010574.hg.1",-1.5,"ZNF571",-2.284043,-2.532478
"TC1900010762.hg.1",-2.27,"DNAJC19P3",1,-1.181877
"TC1900010801.hg.1",-2.06,"CNFN",1,1
"TC1900010807.hg.1",2.29,"CEACAM1",-1.006383,-1.006383
